TransactionID,itemDescription
2107_2014-12-30,"newspapers,pip fruit"
2107_2015-03-01,"bottled beer,brown bread,butter,coffee,frankfurter,margarine,soda,sugar"
2107_2015-11-27,"bottled water,frankfurter"
2108_2014-09-18,"beverages,whipped/sour cream"
2108_2015-08-11,"tropical fruit,yogurt"
2108_2015-10-01,"mayonnaise,tropical fruit"
2109_2014-03-21,"oil,whipped/sour cream"
2109_2014-06-22,"bottled beer,bottled water"
2109_2015-09-24,"male cosmetics,salt,sugar,yogurt"
2109_2015-10-28,"sausage,tropical fruit"
2110_2014-11-22,"newspapers,whole milk"
2110_2015-05-15,"coffee,domestic eggs"
2110_2015-07-29,"frankfurter,frozen meals,soda,tropical fruit"
2111_2014-05-30,"bottled beer,other vegetables"
2111_2014-11-12,"domestic eggs,shopping bags"
2111_2014-12-07,"red/blush wine,tropical fruit"
2111_2015-02-25,"candles,cream cheese "
2112_2014-06-03,"sliced cheese,soda"
2112_2014-06-06,"popcorn,whole milk"
2113_2014-09-19,"hard cheese,yogurt"
2113_2015-08-16,"UHT-milk,pork"
2113_2015-09-07,"bottled water,margarine,sausage,whole milk"
2114_2014-08-22,"bottled water,dessert"
2114_2015-05-24,"frankfurter,soups"
2114_2015-11-06,whole milk
2115_2014-09-19,"canned beer,whipped/sour cream"
2115_2015-06-24,"berries,rolls/buns"
2115_2015-11-18,"cling film/bags,hamburger meat,soda"
2116_2014-02-13,"fruit/vegetable juice,other vegetables"
2116_2015-08-29,"canned beer,yogurt"
2117_2015-03-28,"bottled water,frozen meals"
2117_2015-05-02,"beef,brown bread,citrus fruit,frozen vegetables,long life bakery product,pasta,specialty cheese,whipped/sour cream"
2117_2015-11-07,"frankfurter,pastry,salt"
2118_2014-01-16,"butter milk,frozen vegetables"
2118_2015-07-18,"coffee,fish,pot plants"
2119_2014-07-06,"cat food,onions"
2119_2015-06-11,"herbs,packaged fruit/vegetables"
2119_2015-09-24,"meat,other vegetables,soda,whipped/sour cream"
2120_2014-01-21,"napkins,soda"
2120_2014-02-27,"red/blush wine,root vegetables"
2120_2014-05-30,"butter,potato products"
2120_2014-07-06,yogurt
2120_2014-07-07,"bottled beer,whole milk"
2120_2015-01-26,"beef,whole milk"
2120_2015-10-07,"pip fruit,pork"
2121_2014-04-22,"flower (seeds),soda"
2121_2014-11-03,"bottled water,chocolate"
2122_2014-04-06,"berries,oil,soda"
2122_2014-07-05,"hamburger meat,pastry,pet care"
2122_2014-09-16,"domestic eggs,rolls/buns"
2122_2015-04-07,"frozen dessert,tropical fruit"
2123_2014-06-06,"cream cheese ,long life bakery product,pastry"
2125_2014-04-02,"chewing gum,oil,soda,yogurt"
2125_2015-06-25,"frozen meals,whipped/sour cream"
2126_2014-04-27,"brandy,other vegetables"
2127_2014-01-20,"fruit/vegetable juice,whole milk"
2127_2014-04-16,"margarine,pastry"
2127_2014-11-19,"margarine,pip fruit,specialty cheese"
2127_2015-01-01,"pickled vegetables,pork"
2127_2015-11-19,"bottled beer,citrus fruit,ice cream"
2128_2015-02-11,"chocolate marshmallow,whole milk"
2128_2015-04-24,"frozen meals,rolls/buns"
2128_2015-06-20,"citrus fruit,ham"
2128_2015-07-09,"brown bread,chicken,soda"
2128_2015-08-10,"sausage,soda"
2129_2014-01-05,"berries,coffee"
2129_2014-02-19,"bottled water,oil"
2129_2014-09-05,"condensed milk,tropical fruit"
2129_2015-03-04,"bottled beer,candy,sausage,yogurt"
2129_2015-03-18,"fruit/vegetable juice,pip fruit,whole milk"
2129_2015-08-11,"other vegetables,pork"
2131_2014-02-18,"citrus fruit,soda"
2131_2014-07-11,"other vegetables,yogurt"
2131_2014-09-22,"grapes,rolls/buns"
2131_2014-12-12,"bottled water,sparkling wine"
2131_2015-04-15,"beef,yogurt"
2131_2015-08-27,"other vegetables,sausage"
2132_2014-01-24,"chocolate,waffles,whole milk"
2132_2014-01-30,"candy,sugar"
2132_2014-07-29,"rolls/buns,root vegetables"
2132_2014-08-08,"chicken,pastry"
2132_2014-12-19,"newspapers,whipped/sour cream"
2133_2014-04-27,"other vegetables,tropical fruit"
2133_2014-05-24,"bottled water,cat food,other vegetables"
2133_2014-07-05,"pork,processed cheese"
2133_2014-11-08,"fruit/vegetable juice,tropical fruit"
2133_2014-12-04,"curd,sausage"
2133_2015-07-11,"brown bread,pork"
2133_2015-08-05,"shopping bags,soda,whole milk"
2134_2014-01-17,"bottled water,soda"
2134_2015-08-27,"pastry,whole milk"
2134_2015-09-26,"beef,frozen vegetables,liquor (appetizer)"
2135_2014-02-15,"hard cheese,instant coffee,newspapers,salty snack"
2135_2015-01-25,"beef,butter,cream cheese ,whole milk"
2136_2015-02-10,"bottled beer,whole milk"
2137_2014-01-19,"UHT-milk,hard cheese"
2137_2014-04-25,"canned vegetables,napkins"
2138_2014-02-18,"long life bakery product,pip fruit"
2138_2014-04-01,"seasonal products,white bread"
2138_2014-05-13,"canned beer,curd,whole milk"
2138_2014-10-01,"bottled water,whisky"
2138_2014-11-03,"brown bread,soda,yogurt"
2138_2014-12-12,"chocolate,rolls/buns"
2138_2015-03-04,"pip fruit,root vegetables,shopping bags,white wine"
2139_2014-02-10,"margarine,other vegetables"
2139_2014-03-02,"butter milk,other vegetables"
2139_2014-04-13,"margarine,soda"
2139_2014-07-03,"chewing gum,instant coffee"
2139_2015-04-16,"citrus fruit,frankfurter,frozen vegetables,yogurt"
2140_2014-10-06,"bottled beer,whole milk"
2140_2015-09-28,"onions,root vegetables"
2140_2015-12-30,"other vegetables,sausage"
2141_2014-02-21,yogurt
2141_2014-02-23,"potato products,yogurt"
2141_2014-04-24,"butter,rolls/buns,sugar"
2141_2015-03-08,"citrus fruit,whole milk"
2142_2014-05-23,"bottled water,seasonal products"
2142_2014-08-27,"Instant food products,waffles"
2142_2014-10-25,"frozen vegetables,tropical fruit"
2142_2015-05-19,"UHT-milk,pork,specialty bar,yogurt"
2142_2015-06-25,"chocolate,curd,hard cheese,liver loaf,mayonnaise,pip fruit,rolls/buns,root vegetables"
2143_2014-12-17,"frozen vegetables,yogurt"
2143_2015-02-12,"onions,soda"
2143_2015-07-25,"canned beer,pet care,tropical fruit"
2144_2014-02-22,"beef,pasta"
2144_2014-05-13,"pork,specialty bar"
2144_2014-07-13,"pork,sweet spreads"
2144_2014-10-02,"curd,yogurt"
2144_2015-01-05,"onions,other vegetables"
2145_2015-01-21,"onions,soda"
2145_2015-12-12,"chewing gum,coffee,whole milk"
2146_2014-05-30,"bottled water,sausage"
2146_2014-10-22,"organic products,whole milk"
2146_2015-06-20,"berries,newspapers"
2147_2014-04-24,"popcorn,tropical fruit"
2147_2014-05-02,"chocolate,soda"
2147_2014-09-15,"brown bread,canned vegetables,salty snack"
2147_2015-11-12,"brown bread,waffles"
2148_2014-01-13,"canned beer,soda"
2148_2014-01-25,"cream cheese ,soda"
2148_2014-11-20,"domestic eggs,tropical fruit"
2148_2014-12-06,"citrus fruit,whole milk"
2148_2015-07-19,"hard cheese,newspapers"
2149_2014-03-21,"butter milk,long life bakery product,other vegetables"
2149_2014-07-13,"bathroom cleaner,whole milk"
2149_2014-08-16,"hamburger meat,sugar"
2149_2015-05-23,"salty snack,softener"
2151_2014-04-11,"shopping bags,tropical fruit"
2151_2014-08-15,"berries,pip fruit"
2151_2015-07-16,"beef,other vegetables"
2151_2015-08-03,"margarine,rolls/buns,soda"
2151_2015-09-29,"napkins,pork"
2152_2014-02-03,"other vegetables,waffles"
2152_2014-09-07,"flour,whipped/sour cream"
2152_2014-11-23,"bottled water,soda,whole milk"
2152_2015-07-23,"butter,fruit/vegetable juice"
2152_2015-09-03,"chicken,whisky"
2153_2014-02-14,"shopping bags,soda"
2153_2014-12-14,"chewing gum,domestic eggs"
2154_2014-05-31,"bottled beer,hygiene articles,pastry"
2154_2014-08-14,"onions,whole milk"
2154_2014-09-24,"chocolate,soda"
2154_2014-11-10,"soda,yogurt"
2154_2015-03-15,"cream cheese ,whole milk"
2155_2014-06-03,"pip fruit,soda"
2155_2014-08-17,"candles,whole milk"
2155_2014-10-31,"condensed milk,salty snack"
2155_2014-11-11,"frozen vegetables,salad dressing"
2156_2014-02-15,"chocolate,soda"
2156_2014-05-08,"domestic eggs,rolls/buns"
2156_2015-05-15,"newspapers,whole milk"
2156_2015-08-07,"bottled water,pip fruit,sausage"
2157_2014-06-02,"chocolate marshmallow,dishes,grapes"
2157_2014-06-26,"beef,canned beer"
2157_2015-07-14,"beverages,candy,meat,newspapers"
2157_2015-10-29,"fish,meat"
2158_2014-06-23,"brown bread,newspapers,pot plants"
2158_2015-08-01,"fruit/vegetable juice,ham,misc. beverages,pickled vegetables,rolls/buns,sliced cheese,whole milk"
2159_2014-10-08,"pot plants,shopping bags,sugar,tropical fruit"
2159_2015-04-30,"female sanitary products,rolls/buns"
2159_2015-07-17,"ham,white bread"
2160_2014-01-15,"margarine,rolls/buns"
2160_2014-05-19,"beverages,butter milk"
2160_2014-06-28,"butter,specialty chocolate"
2160_2014-07-30,"margarine,shopping bags"
2160_2014-11-07,"white bread,whole milk"
2160_2015-10-06,"bottled beer,dishes"
2161_2014-05-04,"shopping bags,soda"
2161_2014-09-24,"margarine,root vegetables"
2162_2014-03-24,"cream cheese ,whipped/sour cream"
2162_2014-05-25,"dog food,whole milk"
2162_2015-06-19,"cat food,curd,pot plants,soft cheese,tropical fruit"
2164_2014-01-31,"curd cheese,pip fruit"
2164_2014-02-05,"ice cream,whole milk"
2164_2014-06-16,"UHT-milk,cream cheese "
2164_2014-09-30,"pork,sugar"
2164_2014-10-27,"spices,tropical fruit"
2164_2014-11-19,"bottled beer,whole milk"
2164_2015-03-19,"fruit/vegetable juice,rolls/buns,semi-finished bread"
2164_2015-10-08,"bottled water,coffee,misc. beverages,other vegetables"
2164_2015-11-24,"brown bread,butter milk,curd,pasta,rolls/buns,whole milk"
2165_2014-09-27,bottled beer
2165_2014-10-27,"oil,root vegetables"
2165_2015-01-28,"other vegetables,soda"
2165_2015-04-27,"chicken,coffee"
2165_2015-06-17,"pastry,soda"
2165_2015-09-06,"citrus fruit,yogurt"
2166_2014-03-07,"other vegetables,root vegetables"
2166_2014-05-04,"red/blush wine,tropical fruit"
2166_2014-07-14,"canned fish,cream cheese "
2166_2014-10-11,"bottled water,brown bread"
2166_2015-03-12,"rolls/buns,sauces,soda,whipped/sour cream"
2166_2015-12-10,"other vegetables,sausage,waffles"
2167_2015-03-14,"citrus fruit,soda"
2167_2015-05-29,"pork,specialty chocolate"
2167_2015-10-18,"liquor,mayonnaise,tropical fruit"
2167_2015-12-08,"newspapers,whole milk"
2168_2014-02-07,"domestic eggs,grapes"
2168_2014-10-06,"butter,fruit/vegetable juice"
2168_2015-11-25,"bottled beer,rolls/buns,waffles"
2169_2014-02-05,"citrus fruit,long life bakery product"
2169_2014-06-25,"bottled beer,pickled vegetables,tropical fruit"
2169_2015-09-20,"meat,rum"
2169_2015-10-21,"citrus fruit,whole milk"
2169_2015-11-01,"detergent,salty snack"
2170_2014-02-24,"fish,root vegetables"
2170_2015-02-10,"bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sauces,sugar"
2170_2015-06-18,"canned beer,ham"
2171_2015-03-31,rolls/buns
2171_2015-04-22,"beef,ice cream"
2171_2015-06-19,"frankfurter,meat,pip fruit,roll products "
2171_2015-07-28,"butter,citrus fruit"
2171_2015-08-02,"curd,sausage"
2171_2015-09-03,"bottled beer,hamburger meat,long life bakery product,margarine,soft cheese,whole milk"
2172_2014-06-21,"berries,yogurt"
2172_2015-03-02,"citrus fruit,specialty chocolate,sugar"
2173_2014-12-15,"other vegetables,pastry"
2173_2015-08-11,"chicken,long life bakery product"
2174_2014-01-05,"bottled water,brown bread,domestic eggs"
2174_2014-07-31,"frozen vegetables,other vegetables"
2174_2014-09-18,"cereals,rolls/buns"
2175_2014-03-17,"rolls/buns,soft cheese"
2175_2014-05-23,"frozen fish,pastry"
2175_2014-08-16,"male cosmetics,soda"
2175_2014-11-02,"butter,turkey,whipped/sour cream"
2175_2014-12-26,"chicken,shopping bags"
2175_2015-03-06,"other vegetables,sliced cheese"
2176_2014-05-14,"bottled water,butter,pip fruit"
2176_2014-09-27,"hard cheese,rolls/buns"
2176_2015-02-04,"frankfurter,long life bakery product,pastry,whipped/sour cream"
2176_2015-08-06,"brown bread,whole milk"
2176_2015-08-08,"frozen meals,onions"
2177_2014-06-29,"salty snack,yogurt"
2177_2014-08-19,"coffee,soups"
2177_2014-10-02,"domestic eggs,female sanitary products"
2178_2014-01-26,"beef,salt"
2178_2014-04-14,"chicken,root vegetables"
2178_2014-10-11,"beef,male cosmetics"
2178_2015-05-03,"beef,salty snack,sausage"
2178_2015-12-20,"female sanitary products,frankfurter"
2179_2015-04-16,"coffee,cream cheese ,dessert,whole milk"
2180_2014-09-27,"butter,other vegetables,waffles"
2180_2014-12-18,"butter,other vegetables"
2181_2014-04-05,"bottled water,soda"
2181_2014-04-29,"UHT-milk,frankfurter"
2181_2015-06-23,"male cosmetics,pastry,roll products "
2183_2014-06-07,"other vegetables,vinegar"
2183_2014-07-13,"domestic eggs,frankfurter,frozen dessert"
2183_2014-12-29,"whipped/sour cream,yogurt"
2184_2014-05-19,"shopping bags,whole milk"
2184_2014-12-18,"onions,soda"
2184_2015-01-23,"frankfurter,other vegetables,rolls/buns,soda"
2184_2015-05-11,"curd,pork"
2184_2015-06-09,"ham,misc. beverages"
2184_2015-06-30,"beef,butter,margarine,popcorn,pork"
2184_2015-09-19,"bottled beer,oil,yogurt"
2184_2015-12-07,"beverages,ham,margarine"
2185_2014-04-01,"flour,rolls/buns"
2185_2014-05-25,"citrus fruit,other vegetables"
2185_2014-09-04,"cream cheese ,other vegetables"
2185_2015-10-11,"canned beer,chicken,ham,napkins,other vegetables"
2186_2014-04-12,"soda,tropical fruit,whipped/sour cream"
2186_2014-06-19,"bottled water,whole milk"
2186_2015-02-14,"sausage,soda"
2186_2015-04-02,"canned beer,sausage"
2186_2015-07-01,"brown bread,citrus fruit,domestic eggs,frankfurter,other vegetables,sugar,whole milk,zwieback"
2186_2015-09-01,"soda,whipped/sour cream"
2187_2014-08-22,"beverages,newspapers"
2187_2014-12-26,"domestic eggs,specialty bar"
2187_2015-08-16,"sugar,whole milk"
2188_2014-10-08,"dessert,whole milk"
2188_2015-07-28,"dishes,hamburger meat,pip fruit,rolls/buns"
2188_2015-08-15,"fruit/vegetable juice,salty snack"
2188_2015-11-28,"bottled beer,rolls/buns"
2190_2015-05-14,"rolls/buns,root vegetables,tropical fruit"
2190_2015-10-11,"bottled water,citrus fruit,napkins"
2191_2014-10-22,"dessert,red/blush wine"
2191_2015-10-19,"beef,root vegetables"
2191_2015-10-25,"butter milk,pip fruit,whole milk,yogurt"
2191_2015-11-10,"misc. beverages,specialty cheese"
2192_2014-11-21,"margarine,rolls/buns,seasonal products"
2192_2015-02-10,"frankfurter,soda"
2193_2014-01-05,"bottled beer,whole milk"
2193_2014-04-12,"beef,dessert"
2193_2014-09-11,"cling film/bags,pip fruit"
2193_2014-10-08,"onions,waffles"
2193_2014-10-23,"pastry,specialty bar"
2193_2014-11-26,"candy,chocolate,root vegetables"
2193_2015-01-07,"liquor (appetizer),pastry,sliced cheese"
2193_2015-04-08,"cream cheese ,root vegetables"
2193_2015-04-14,"beef,bottled beer,specialty chocolate,whole milk,yogurt"
2193_2015-09-03,"hamburger meat,soda"
2193_2015-09-30,"citrus fruit,whole milk"
2194_2014-06-06,"beef,frozen vegetables,soda,whole milk"
2194_2014-09-09,"hygiene articles,shopping bags"
2194_2015-01-09,"UHT-milk,dessert,napkins,soda"
2194_2015-01-11,"other vegetables,pip fruit"
2194_2015-06-05,"canned beer,red/blush wine,salty snack"
2195_2014-03-08,"canned beer,sliced cheese"
2195_2014-04-24,"margarine,misc. beverages"
2195_2014-09-19,"other vegetables,shopping bags"
2195_2015-07-10,"canned fish,tropical fruit"
2196_2014-02-12,"candy,curd,whole milk,yogurt"
2196_2014-03-25,"flour,whole milk"
2196_2014-06-28,"beef,sliced cheese"
2196_2015-08-23,"bottled water,other vegetables,soda,tropical fruit"
2196_2015-10-09,"house keeping products,meat"
2197_2014-07-06,"long life bakery product,onions"
2198_2014-08-10,"chicken,cream"
2199_2014-01-30,"coffee,rolls/buns"
2199_2014-06-02,"citrus fruit,rolls/buns"
2200_2015-03-08,"chicken,citrus fruit,sugar"
2200_2015-03-11,"berries,grapes,onions"
2200_2015-10-10,"fruit/vegetable juice,pork,soft cheese,white bread"
2201_2014-02-04,"citrus fruit,other vegetables"
2201_2014-05-30,"ice cream,whole milk"
2201_2015-05-03,"butter milk,specialty chocolate"
2201_2015-05-22,"bottled water,chocolate,curd,domestic eggs,frozen meals,hygiene articles,rolls/buns,sausage"
2202_2014-01-02,"coffee,sauces"
2202_2015-02-28,"curd,pork"
2202_2015-05-28,"rolls/buns,tropical fruit"
2202_2015-06-24,"frankfurter,root vegetables"
2202_2015-08-07,"newspapers,turkey,white wine"
2202_2015-09-28,"frozen meals,tidbits"
2203_2015-06-27,"onions,prosecco"
2204_2014-04-02,"bottled beer,other vegetables"
2204_2014-06-13,"chicken,sliced cheese"
2204_2014-10-09,"brown bread,long life bakery product,popcorn"
2204_2015-07-16,"bottled beer,detergent,pork"
2204_2015-09-27,"liquor (appetizer),soda"
2205_2014-10-28,"hamburger meat,soda,tropical fruit"
2205_2015-03-07,"citrus fruit,pastry,rolls/buns,whipped/sour cream,whole milk"
2206_2014-06-24,"canned beer,frozen vegetables"
2206_2015-03-21,"citrus fruit,herbs,pudding powder"
2206_2015-10-17,"ham,rolls/buns"
2207_2014-02-08,"dog food,pastry"
2207_2014-04-09,"pip fruit,rolls/buns"
2207_2014-12-03,"coffee,onions"
2207_2015-04-08,"cream cheese ,frankfurter"
2208_2015-07-30,"cake bar,coffee,curd,frankfurter,hamburger meat,pork,root vegetables,soda"
2209_2014-08-25,"napkins,photo/film"
2209_2014-12-16,"root vegetables,whole milk"
2209_2015-04-20,"bottled beer,other vegetables,rolls/buns"
2209_2015-07-20,"cat food,onions,tidbits,tropical fruit"
2209_2015-10-03,"bottled beer,butter,other vegetables"
2210_2014-12-30,"beef,curd,napkins"
2210_2015-01-13,"dishes,frankfurter,rice,specialty bar,whole milk"
2210_2015-07-09,"fruit/vegetable juice,hamburger meat,pork,whole milk"
2210_2015-09-07,"rolls/buns,sausage"
2210_2015-09-25,"domestic eggs,pork,sweet spreads,whole milk"
2211_2015-01-01,"butter,pastry"
2211_2015-03-31,"canned beer,dessert,flour,meat spreads,packaged fruit/vegetables"
2211_2015-09-22,"canned beer,processed cheese,whole milk"
2211_2015-11-29,"newspapers,other vegetables"
2212_2014-06-08,"butter,soda"
2212_2015-04-16,"citrus fruit,pastry,salt"
2212_2015-08-27,"dessert,hamburger meat,newspapers"
2212_2015-09-22,"curd,other vegetables"
2212_2015-10-28,"bottled water,butter milk"
2213_2014-08-25,"white bread,yogurt"
2214_2015-01-19,"butter milk,red/blush wine,root vegetables,soda"
2215_2014-02-02,"curd,napkins"
2215_2014-03-21,"bottled beer,whole milk"
2215_2014-05-06,"flower (seeds),rolls/buns"
2215_2014-09-12,"hamburger meat,newspapers"
2215_2014-09-15,"white bread,whole milk"
2215_2015-07-22,"frozen vegetables,salty snack"
2215_2015-11-26,"citrus fruit,cream cheese "
2216_2015-11-17,"other vegetables,tropical fruit"
2217_2014-04-24,"curd,whipped/sour cream"
2217_2014-09-14,"candy,long life bakery product"
2217_2015-12-02,"domestic eggs,soda,tropical fruit"
2218_2014-05-13,"root vegetables,sausage"
2218_2014-09-06,"brown bread,canned beer"
2218_2014-09-25,"pip fruit,soda"
2218_2014-11-06,"candy,pot plants"
2218_2014-12-25,"brown bread,whole milk"
2218_2015-07-02,"frozen dessert,herbs,whole milk"
2219_2014-05-30,root vegetables
2219_2014-09-13,"margarine,whipped/sour cream"
2219_2015-04-17,"beverages,other vegetables"
2220_2015-01-07,"pastry,tropical fruit"
2220_2015-08-04,"bottled beer,sausage,soda,yogurt"
2221_2014-06-21,"beef,yogurt"
2221_2015-12-16,"other vegetables,shopping bags"
2221_2015-12-18,"pork,soda"
2222_2014-02-13,"chewing gum,curd cheese,grapes"
2222_2014-02-22,"canned vegetables,cling film/bags"
2222_2014-04-03,"pork,rolls/buns"
2222_2014-07-31,"seasonal products,sugar"
2222_2015-01-08,"dental care,yogurt"
2222_2015-07-21,"berries,butter,newspapers,other vegetables"
2222_2015-12-28,"coffee,pork,sausage,whole milk"
2225_2014-09-29,"rolls/buns,waffles"
2225_2014-10-13,"bottled water,hard cheese"
2225_2015-03-12,"berries,whole milk"
2225_2015-04-28,"brown bread,pork,rolls/buns,yogurt"
2226_2014-01-01,"bottled water,sausage"
2226_2014-09-06,"sliced cheese,whole milk"
2226_2015-01-06,"hamburger meat,yogurt"
2226_2015-02-17,"canned vegetables,other vegetables,sliced cheese"
2226_2015-02-20,"curd,pork"
2226_2015-03-09,"berries,whole milk"
2227_2015-06-07,"herbs,other vegetables"
2227_2015-06-20,"mustard,semi-finished bread,whole milk"
2228_2014-10-25,"hygiene articles,yogurt"
2228_2015-05-30,"shopping bags,sugar"
2229_2014-07-24,"fruit/vegetable juice,pastry"
2229_2014-10-07,"pip fruit,rolls/buns"
2229_2015-01-31,"long life bakery product,pet care"
2229_2015-03-19,whipped/sour cream
2229_2015-05-22,"cream cheese ,rolls/buns"
2229_2015-05-30,"chocolate,root vegetables"
2229_2015-10-25,"flower soil/fertilizer,meat,other vegetables,processed cheese,root vegetables,shopping bags,soda"
2229_2015-12-22,"misc. beverages,sausage"
2230_2014-07-14,"bottled water,meat,soda"
2230_2014-07-24,"cooking chocolate,roll products ,sausage,soda"
2230_2014-11-14,"instant coffee,processed cheese"
2230_2015-05-28,"chocolate,cream cheese ,flour,frankfurter,hard cheese,other vegetables,sausage,tropical fruit"
2231_2014-03-27,"berries,tropical fruit"
2231_2014-06-22,"bottled beer,butter,pastry,seasonal products"
2231_2014-10-05,"cake bar,citrus fruit"
2231_2015-05-08,"berries,margarine"
2231_2015-10-17,"frankfurter,napkins,soda"
2231_2015-12-03,"bottled water,whipped/sour cream"
2232_2014-01-25,"dessert,domestic eggs"
2232_2014-02-03,"bottled water,whole milk"
2232_2014-10-01,"beef,flour"
2232_2015-01-15,"root vegetables,specialty chocolate,whisky"
2232_2015-05-06,"bottled beer,citrus fruit,other vegetables,soft cheese,whole milk"
2233_2014-04-24,"domestic eggs,other vegetables,tropical fruit"
2233_2014-10-29,"frozen fish,pastry"
2233_2015-04-10,"bottled beer,whole milk"
2233_2015-08-28,"chocolate,yogurt"
2234_2014-04-13,"newspapers,pastry"
2234_2015-02-27,"root vegetables,sausage"
2234_2015-07-15,"beverages,citrus fruit"
2234_2015-07-29,"canned beer,margarine,pastry,pickled vegetables,pork,sausage,whipped/sour cream"
2234_2015-12-23,"pork,sugar,waffles,whole milk"
2234_2015-12-24,"frankfurter,liquor (appetizer),red/blush wine"
2235_2014-10-10,"dish cleaner,grapes,ketchup"
2235_2014-10-13,"canned beer,frozen vegetables"
2235_2015-01-19,"citrus fruit,processed cheese"
2235_2015-01-20,"meat,whole milk"
2235_2015-09-13,"pip fruit,root vegetables"
2235_2015-10-25,"ham,soda"
2236_2014-01-07,"bottled beer,candy,soda"
2236_2014-04-22,shopping bags
2236_2014-11-27,"brandy,candy,citrus fruit,rolls/buns"
2236_2015-02-03,"frozen meals,fruit/vegetable juice,meat,root vegetables,whole milk"
2237_2014-01-01,"Instant food products,bottled water"
2237_2014-01-16,"flower (seeds),sliced cheese,soups"
2237_2014-10-10,"coffee,margarine"
2237_2015-02-09,"chicken,margarine"
2238_2014-01-05,"curd,pastry,whole milk"
2238_2015-03-09,"curd,misc. beverages"
2238_2015-03-20,"cream cheese ,pip fruit,sausage,whole milk"
2238_2015-12-06,"butter,sausage,yogurt"
2239_2014-11-23,"domestic eggs,other vegetables,soda"
2239_2014-12-01,"curd,yogurt"
2239_2015-12-13,"canned fruit,fruit/vegetable juice,popcorn,sausage,soda,whole milk"
2240_2014-10-02,"pastry,shopping bags,sugar"
2240_2015-05-18,"canned beer,citrus fruit"
2240_2015-07-07,"frozen vegetables,sausage"
2240_2015-09-20,"brown bread,chocolate,pip fruit"
2240_2015-12-01,"chicken,white bread"
2241_2014-01-22,"brown bread,butter"
2241_2014-02-17,"frozen vegetables,rolls/buns,root vegetables"
2241_2014-08-02,"pet care,photo/film"
2241_2015-10-18,"frozen meals,ham"
2242_2014-02-04,"chicken,shopping bags"
2242_2014-04-27,"liquor (appetizer),napkins,rolls/buns,yogurt"
2242_2014-12-01,"butter,frozen vegetables"
2242_2015-06-05,"butter,frozen vegetables,rolls/buns,whole milk"
2243_2014-10-01,"candles,meat,tropical fruit,yogurt"
2243_2014-10-02,"frozen potato products,meat"
2243_2015-01-31,"herbs,soda"
2243_2015-09-15,"grapes,rolls/buns"
2244_2014-01-19,"canned fish,finished products"
2244_2014-07-21,"coffee,misc. beverages"
2244_2014-11-07,"beef,rolls/buns"
2244_2014-11-09,"citrus fruit,whole milk"
2244_2015-01-28,"sliced cheese,soda,yogurt"
2244_2015-03-29,"citrus fruit,other vegetables,semi-finished bread,softener"
2245_2014-02-19,"canned beer,fish"
2245_2015-01-28,"shopping bags,turkey"
2245_2015-04-03,"canned beer,yogurt"
2245_2015-05-15,"sausage,whole milk"
2246_2014-01-21,"bottled beer,newspapers,soda"
2246_2015-08-29,"beef,berries"
2247_2014-08-11,"cat food,chocolate,coffee,fruit/vegetable juice"
2247_2014-11-19,"domestic eggs,salt"
2247_2015-05-31,"canned beer,citrus fruit,fruit/vegetable juice,other vegetables,specialty bar"
2248_2015-03-17,"newspapers,rolls/buns"
2249_2015-01-22,"bottled water,tropical fruit"
2249_2015-05-29,"bottled water,long life bakery product"
2250_2015-10-04,"chicken,citrus fruit,hard cheese,margarine,other vegetables,soft cheese"
2250_2015-10-15,"waffles,whole milk"
2251_2014-02-06,"citrus fruit,other vegetables"
2251_2014-06-09,"pork,whole milk"
2251_2015-02-27,"bottled beer,packaged fruit/vegetables"
2251_2015-03-29,"hamburger meat,whole milk"
2251_2015-06-23,"chicken,citrus fruit,condensed milk,cream cheese ,napkins,pet care,specialty chocolate"
2252_2014-03-10,"brown bread,oil,seasonal products"
2252_2014-04-13,"canned beer,chewing gum,cream cheese "
2252_2014-06-08,"canned vegetables,seasonal products,yogurt"
2252_2014-08-08,"bottled beer,domestic eggs"
2252_2014-12-17,"shopping bags,soda,spices"
2252_2015-10-08,"bottled water,cereals,chicken,curd,rolls/buns,whole milk"
2253_2014-12-16,"butter milk,root vegetables"
2253_2015-06-16,"bottled water,rolls/buns"
2253_2015-07-21,"frankfurter,white bread"
2254_2014-01-30,"frozen vegetables,light bulbs,mustard,napkins"
2254_2014-03-02,"newspapers,whipped/sour cream"
2254_2014-11-24,"butter,whole milk"
2254_2015-01-21,"house keeping products,packaged fruit/vegetables"
2254_2015-01-24,"frankfurter,pork"
2255_2014-04-21,"dessert,pot plants"
2255_2014-07-17,"curd,pastry"
2255_2015-04-27,"frankfurter,packaged fruit/vegetables"
2255_2015-05-01,"cookware,oil,tropical fruit,whole milk"
2255_2015-12-18,"cake bar,pip fruit"
2256_2014-08-02,"beef,frozen vegetables"
2256_2014-11-24,"butter,pastry"
2256_2015-04-11,"curd,female sanitary products"
2256_2015-08-21,"domestic eggs,pastry,whipped/sour cream"
2257_2014-06-27,"hamburger meat,pasta"
2257_2015-02-05,"herbs,whole milk"
2257_2015-03-13,"pip fruit,pork"
2257_2015-05-15,"soda,yogurt"
2258_2014-01-21,"butter,ice cream,seasonal products"
2258_2014-03-05,"frozen meals,yogurt"
2258_2014-10-19,soda
2259_2014-01-25,"candy,soda"
